o	39..mom of 3 boys..photographer..bipolar..borderline personality disorder	2777422559
o	The 100% honest truth about living with Borderline Personality Disorder...sex,suicide and surviving.	1115036520
x	It took a breakdown in 2007 to be diagnosed with BPD amongst other things. been in therapy on and off since then, just want to say there is hope	293084048
x	#BD, #BPD, #Writer, #Nurse, #SexualAbuseAdvocate, #DBT #MH advocate #WarEagle #Blogger #AntiBullying #MissingAKH	2555386891
o	Type I BPD. So don't ask me what my favorite color is. Depends.	617618451
o	Welsh, avid board gamer, sufferer of BPD & depression, egalitarian, PC gamer and for anything else, imagine Lumpy Space Princess & Ron Swanson's daughter	22551612
o	Aly, 19, bpd and anxiety, dealing and alive. always a bonus. never give up!	3080330463
o	BPD sufferer, interested in mental health issues and those organisations pioneering change	445783388
o	BorderlinePersonalityDisorder, CrohnsDisease. Like me, hate me Single!	3225034253
x	Blog acerca del Trastorno Limite de Personalidad o Borderline	1962810918
o	I'm a fucking PanSexual fabulous FREAK with Borderline Personality Disorder. Mental ARTIST, PHOTOGRAPHER and Unrealistic WRITER. ihateeveryone&everyonehatesme	21896894
o	I am a-divcd, mom with 2  teens---and a BPD survivor using DBT. It works!  My teen daughter also has mental health issues who I support best I can.	94510992
o	Hobby Artist, lover of loud guitars, women and horses. cursed with Borderline Personality Disorder.	2515279847
o	i suffer w/ bipolar,gad & bpd,i'm a mom,girlfriend and pansexul.welcome to my life.its a bumpy ride	177348728
x	Mary is so pretty.The prettiest in the land. Guys come from every cityJust to shake her shaky hands@kevytheb ❤#fibromyalgia #bpd #anxiety #pugs #UFC #horror	1873289480
o	Borderline Personality Disorder on the long road to recovery with DBT	2886869489
x	Transkvinna/transwoman - has BPD - störta systemet - de kommer aldrig inkludera oss - singer of the punk/rockwhatever band Sister Resistor	2756715111
x	Stress, Depression, OCD, BPD, Panic Attack, All Anxiety Disorder Elimination Advice, Fear Mastery.Live this exact moment - it is all you truly own!	768221803
o	http://t.co/xF5qUepDry. Survivor of suicide,bpd and depression. vintage car & bike enthusiast. Moving forward and never looking back. Onwards and upwards xx	341451450
o	Female.Recently BPD diagnosed & coming to terms with it.Depression.Anxiety.Scared.Bit angry.Scared again.My life.Love.Peace xoxox	2976785207
x	Tweeting about my recovery from Borderline Personality Disorder! Health and wellness and Diabetes! Mental Health Advocate!	1102455612
o	what the hell am i doing here!!!!  I have BPD....	2769953643
x	I'm a psychiatrist and performer of The Borderlines Band in Sao Paulo,Brazil. Innerspace,art and the future are my passions.	67904437
o	Mum to 3 beautiful kids #LovingLife............diagnosed BPD and finding my way! You can't start the next chapter in life if you keep re-reading the last one!	2732336092
x	The question not can they reason, nor can they talk but can they suffer? (Bentham1789) Animal Rights #Spycops #BPD, #Millwall Mum to Staffie & 2 Persian Cats	783033391
x	Find out the latest book and author news along with research and information on Borderline Personality Disorder and related mental health issues.	33170733
o	Just your average person with younique extras. Suffer #bpd #depression and #anxiety. Just started #DBT Enjoy crafts. Lover of #younique products.	3075351929
o	on my way of recovery from depression and borderline personality disorder. sharing my thoughts, goals, victories & fails with u.	45229455
o	I have BPD.. .This is my story.	2787124722
o	You never realise what you have lost until it has gone, living with BPD, reactive psychotic episodes and Chronic Fatigue Syndrome	2605327886
o	Bat Fairy Mama, knitter, crafter, looking after my girls on my own and facing a daily fight with borderline personality disorder, social anxiety and depression.	20194945
o	I blog and tweet about daily life with Borderline Personality Disorder. Please visit my web site :)	2966562514
x	problem solver ,parent, rights for mental health issuse esp bpd,stigma , equal rights 4 farthers ..	1634084600
x	We are a group consumers, carers and clinicians seeking to to improve the lives of people living with Borderline Personality Disorder.	1604593496
x	Everything interesting and important about #BPD (#BorderlinePersonalityDisorder)	1543120855
x	Author of When Hope is Not Enough and Non-#BPD. Blogging about #borderline personality disorder for more than 7 years. I run the ATSTP google email list.	30681072
o	Beautiful loved child of God with Bi-Polar Disorder I, Borderline Personality Disorder, Sex Addiction, and Love Addiction.	2983471194
o	living with Borderline Personality Disorder and am now in Dialectical behaviour therapy.	3293456548
x	I specialize in adolescents, families, couples, #BPD, and #SelfInjury using  #DBT #CBT #MFT #Gottman	990390445
o	Borderline Personality Disorder ,Depression, PCOS, Anxiety  - Tweeting my experiences	1566058700
x	#bpd	1665935622
o	A Yankee/Southern with an Eclectic personality...Borderline, vegetarian, music lover, Philosophy, history and science buff, cultured, and unique.	234236189
o	Desperately trying to survive with Borderline Personality Disorder through education, self harm and music.	2275158582
x	I recovered from Borderline Personality Disorder. Yes, recovered. Now I want to help others with this disorder and give them hope and support.	373566062
o	borderline personality disorder and eating disorder diagnosis :( .. forever fighting and endless battle	2849516313
x	Village girl at heart, greenish, amateur crafter & organiser of culture festival Stockfest. Living life with the baggage of a congential heart defect and bpd.	12069772
x	Counselling and Psychotherapy, Yarraville specialises in anxiety treatment, borderline personality disorder, OCD and relationships.	18492396
o	27 yr old girl, depressed, ?BPD, ?Mood disorder and ?Social Anxiety. blogger and quiet blog stalker ;)	222047488
x	The author of The Cunning Owl Reviews website. Book enthusiast. Wanna be writer. BPD.	2198613479
o	A woman battling bipolar and BPD who loves her family and God.  Music, reading and being in nature are my hobbies. Wants to live in Alaska	1240215072
x	20; BPD; EDNOS; BDD; Scotland; Vegetarian; Erin❤	2255105726
x	Raising awareness/support for mental illness in the Christian community. Christians with BPD need a voice, and deserve 2 be understood/loved. So SpeakOut4BPD	1646538643
o	Overcoming BPD: From a woman who has	3326488707
o	I'm a happily single BPD, fibromyalgia and chronic uncontrolled asthma survivor. I say survivor as I refuse to let my illnesses control me I control them.	29504014
x	31 years old, absolutely bonkers, I love music, books, movies & England... BPD, OCD, phobias, ED, SI, spoonie, chronical illnesses...atheist...	796668564
o	Inside the mind of crazy person who suffers from insanity no really i mean it. Emotionally unstable Borderline personality disorder sufferer,Female	2402038525
o	I have Bipolar NOS and Borderline Personality. I'm a marketing manager and artist. I'm proud of who I am, even though it makes life a lot tougher!	420229967
o	L.A. born/raised. OU alum. Love my dogs, NHL Ducks, Canucks, Dodgers, Sooners, Tool & Twin Peaks. BPD, depression & anxiety #EndTheStigma	130692007
x	#BPD and other Emotion Regulation issues can be overcome! I've been there. I now help others SQUASH self-sabotaging behaviors through my powerful ecourses.	1424110602
o	this is my underground account to connect with other fucked up people... depressives, borderlines, bipolars, cutters, stalkers, etc.	288503126
x	A BPD vegan unicorn in the dark http://t.co/2MRLlrLWcS	59651502
x	A positive account giving useful tips and advice on how to deal with BPD using DBT skills.	316290749
o	I have #BPD #bipolar have #ED & I #smokeherb. I believe in #love & #living life to the fullest. #yolo #blazeup #legalizeit #puffpuffpass #420	149698476
x	One Day at a Time. Learner, mad, peanut M&M lover & crazy about elephants #BPD/#EUPD #bipolar #depression #DBT Now in proccess of becoming Catholic...	2712942553
o	Pessimistic, Analytical, Animal loving Transgender. Educating Ignorant. Media, News, Politics, #LGBT Equality. Diagnosed #BPD 2009 Tweets her mind! #LoveWins	55588847
x	#bpd	2435856687
o	This is where I get real about #recovery. It can get dark in here, but I'm desperately pursuing #health. (For the pretty picture, see FB.) #BPD #ChronicIllness	1922972076
o	Ocd/BPD but getting there, Animal Enthusiast, Have good close friends who know how to party!	2347383666
o	F/23, instagram: @kaboocy. Graduate, Creativebod, tea drinker, smoker, writer, artist, illustrator, cat owner, living with #BorderlinePersonaliltyDisorder.	225852588
o	Hi,I'm separated. I live alone with my cat, Angel.I #blog from time to time. I am shy, yet easygoing. I suffer with BPD,PTSD and hypothyroidism.	21511356
o	Battle against BPD	1912880700
x	Borderline Personality Disorder, severe anxiety, and PTSD. Help me break the stigma #mentalillness advocate #mentalhealth #bpd	2562604752
o	BPD/EUPD/Whatever. Can fake sanity enough to appear normal. Broad range of interests, none of them interesting.	2773499605
o	Hi, I am Belinda and I have Bipolar & Borderline Personality Disorder. I have been living med free since 2002. It has taken many years of self discovery	1408777951
o	Rebuilding my reality from the ashes up. Recovery from Borderline Personality Disorder the spiritual way.  Come with me, hold my hand and I'll hold yours :)	192167706
o	Recovering from borderline personality disorder; oppressed by mental health stigma.	3044818767
x	Is there such a thing as BPD free? I thought I was there, now I am back in the trenches.	204619694
x	#BeyondBPDStigma : Social media campaign fighting the stigma surrounding Borderline Personality Disorder.	2652782756
x	Co-author of 10 psychology books including: Anger Management For Dummies, Overcoming Anxiety For Dummies, BPD For Dummies.	18366652
o	I'm Jenn, a dancer on the path to recovery from anorexia, BPD, &self injury. I can honestly say that music and dance have kept me fighting for my health.	212746482
x	psychiatrist with interest in bpd and self harm, passionate about the nhs, gender politics and my bike. crap at making marmalade.	92029423
o	Just a girl with some issues. #Fibro #Depression #Mentalillness #BPD #Alcoholic #PTSD #ED Spread love, not hate.	1974223567
o	slowly learning to survive. christian. BPD & ED & HMS	50742167
o	Novice soap maker and complete coffee addict. Also have #bpd. Not that it matters.	2853716986
o	I suffer from BPD. My wife suffers from depression. She loves and hates me simultaneously.  Come along for the ride.	973227060
o	Quirky would be a good word to describe me.In recovery and trying my best to be positive#BPD (The quiet type of bpd) #PTSD lover of sunsets,architecture & steak	234898762
o	I live with borderline personality disorder.            I post on here what I can't say out loud.                       It keeps me somewhat sane.	2390115748
x	I am an Author, Life BPD & Mental Health Coach working with people with BPD, BPD Loved Ones & people with mental illness wanting to cope more effectively.	220612154
x	Making a support group for young people with Borderline Personality Disorder.http://t.co/LhHh2tUO	602031789
o	I post quotes, jokes & will make you smile! ☻Singer, Songwriter. Studying counselling. Living with BPD/Bipolar. Starting to live life. Getting fit & healthy. ☻	22824632
o	A journey of living with and healing from Borderline Personality Disorder (#BPD) through Dialectical Behavior Therapy (#DBT).	283789068
x	BPD Community Victoria Ltd.   Replacing Stigma and discrimination with Hope and Optimism.  #BorderlinePersonalityDisorder #BPD #MentalHealth	2906539969
o	Want to Have Fun & Live Life! Learning Mindfulness to manage my BPD. Working toward LESS reliance on a society of total Dependence. 2nd Amendment supporter!	2358659264
o	BPD sufferer and survivor and future professional to offer BPD services and increase awareness.	1635666618
o	Borderline Personality Disorder. Eating disorder and other unhelpful behaviours. Need to recover. My child depends on it.	1615874822
x	{620} 20/F/KS. Increasingly brilliant. Save The Pale Blue Dot! #BPD #ENTP #HRCAdvocate  IG: brittanybeattybooSnap: brilliantbitch3	865749770
o	Poet & Author of Love's Gutter. BPD/Depression/Anxiety fighter. Hospitalised for 5 years. Trying to break the cycle.	2424064796
x	Christian, love to write and read, adore my precious children, BPD.	630475572
o	I put the L in #LGBT ...Love Broadway, music, movies, the gym, Gleek for life, Green Day, Boston Red Sox, OSU Beavers. Trying to live with #BPD et al	23874379
o	Chronic/Complex #PTSD #AvPD #BPD #Anxiety #Depression #Survivor #Healing	1879199005
x	BPD, PTSD, Psychosis -currently OP-   https://t.co/6ZNspv1QMy	2978631053
x	iSkeeWee| i❤God| iHaveBPD|iBeatDepression|#AKA ΖΧΩ via ΣΑ SP06|RedskinsALLday	858017270
o	25 year male. Diagnosed with BPD in 2013, suffering from don't remember when.	2253016615
o	cause darling I'm a nightmare dressed like a daydream ~ 24. moon child. angel baby. girlfriend ∞ #bpd #bipolar #fibro #anorexia #recovery #selflove #goodvibes ✨	464146062
x	Borderline and Beyond, The Original,2013 by Carmel Heart Media. We have an app now! https://t.co/9vh3aY4AcF	1653624499
o	Eclectic (kitchen) witch with BPD, OCD, insomina, narcisist. manic & low ramblings. Mom of 3 boys (1 diabetic & 1 celiac) 2 pugs & cat & u wonder why I drink	3049541599
x	Christian. Proud Mom of @AllForBells. Rusher, vegetarian friend to cats & dogs. DD, Cash, TS, Moz, Ed, Cure, Star Wars geek, BPD Waif & British history buff.	22564891
x	Beware.Borderline Personality Disorder.Tiny speck of the Universe.	203706413
o	☆♪ singer-songwriter penguin chick w/borderline personality disorder & an eating disorder... in school to become a phlebotomy tech. ☆♪	2845987290
o	BPD, not sure if lesbian or bisexual, obsessed with many fandoms, BPD, Chile	3222819377
x	Author of DBT Self-Help Workbook You Untangled and EMDR Workbook You Empowered. Serving those who suffer with #BPD using #DBT	70275822
x	Borderline Personality Disorder. Depression. Self-harm. Disordered Eating. Suicidal.	1465275192
o	ex-medstudent with bpd & bdd. I draw/paint/comic etc about the mental illnesses that cut short my career (see: 'braintrolls', site) & a lot of funny shit too!	2634699844
o	#BPD #Depression #Anxiety #SH Florence Welch, Music, Reading, Writing, Mind Body Spirit, Drawing, Hello Kitty xxxx	3293205915
x	A diary on how I feel- mental health bpd	3077985771
x	Ervaringsdeskundige Borderline PTTS en Angst, Moeder van dochter 14 met ASS,  Baasje van Hond en twee kattenNieuwsgierig naar van alles	111564301
x	Kaz, 33 #BPD work in mental health / Huntington's disease. Believe in musical freedom, I'm arty, occasionally do a bit of writing & compose the odd tune  ❤	2157205108
x	BPD/Bipolar. fighting mental health stigma anyway possible	457332536
x	Socialist, goalkeeper, go-karter, borderline personality. Interested in F1, football, psychology, politics, and video games. Will inevitably piss you off.	3353106509
x	Valerie Porr  Pres. TARA Natl Assoc for Personality Disorder, author  Overcoming BPD, A Family Guide for Healing & Change, Helping Families & people w BPD	1876580492
o	Simply trying to improve myself and help my mind recover #mentalhealth #depression #bpd	2687654158
o	Hiya. I'm Nikita and I am 26 years old. I blog and tweet about mental illness, specifically focusing on my own main diagnosis' of bipolar disorder and BPD.	23353684
x	Borderline Aufklärung und Hilfestellung für Angehörige und Partner. Die Borderline Welt für jeden verständlich erklärt.//Borderline intelligence and support	267934085
o	I struggle with borderline personality disorder and depression. #bpd #depression #mentalillness #beyondBPDstigma	356014607
x	WoundedHealer.Looking for positive support,a place to vent&like minded people wanting to get better. GAD,BPD,Complex trauma,ChronicPain,fatigue,immunodeficient.	530864821
x	I walk the Borderline between a Dissociated world and yours. Some days the maddening mundane drones on; others the quiet is deafening. Borderline PD Bloggess.	332159729
x	The New Hampshire Borderline Personality Disorder Association. This twitter is run by Lauren.	19684172
x	22 / artist / musician / emetophobic / tea drinker / smoker / dreamer / lover / OCD / BPD	1858755690
o	Borderline Personality Disorder is killing me, but not fast enough. Self harmer, overeater, depression, anger issues, lonely, friendless, abandoned by NHS.	1087659283
o	Trans man, BPD, schizo, drummer, atheist, and college student. Slightly obsessed with Everclear(band).	2195611076
x	Official meme account for BPD Bebe—its purpose is to stomp out stigma against borderline personality disorder and other mental illnesses. (under construction)	3255197125
x	I'm a regular guy who now lives a peaceful life without Borderline Personality Disorder anymore.  I feel so free!	96886383
x	bpd, dhystymia, painting.	2292997862
x	I'm Carl and I am the husband of a #BPD survivor. Together with my beautiful wife we run the Monarch Butterfly site and blog about #personalitydisorders	2843631371
o	hi I'm Donna I'm a self harmer and I have borderline personality disorder	51012014
x	ED, OCD, BPD, SH, in detox from an ODCW:146 GW:120 UGW:105Just because you're breathing, doesn't mean that you're alive	2251055593
o	I am Lola's borderline personality disorder.	2699715876
o	constantly full of moths and tears.  #bpd #ptsd	1680762475
o	23. just trying to live life to the fullest again. The Bipolar and BPD is just something I live with, not who I am. Covert Crew. Auggie Anderson Fan	31221828
o	An aspiring Chef/Baker/Cookie shop owner who suffers from BPD and enjoys watching pro wrestling, especially The Undertaker.	418408523
o	Depression, Borderline PD	2909694105
o	I am a 23 yr old transguy who has borderline personality disorder, I want to raise awareness of both trans issues and mental illness, bpd inparticular.	836397241
o	Vet nurse, runner, BPD fighter, survived a lion attack. Really. Fortitudine vincimus.	65956116
x	Michigan LLPC counselor specializing in addiction, BPD and DBT. Currently run  online DBT groups-  Check out my blog for more info http://t.co/FxLieoel	465725937
x	Anxiety and Mental Health support group, FB and Twitter. No one should suffer in silence. Based NE England. #ADHD #mentalhealth #bipolar #aware #BPD #PTSD #OCD	3240389829
o	Scottish Pakistani writer who likes swearing, sex talk and MMA. Managing bipolar/BPD, recovering from honour abuse. Memoir: working title #TheHopeStone	171470035
x	** Friendly hand **here for you ** Travel  & history *cycling* Healty Life Style  * bpd, Ask Me. .Stay Strong, You are not alone	1451912539
x	Borderline Personality Disorder&Bipolar sufferer,advocate-balancing sanity while living life paralleled with my blessing&my curse.	382758342
x	Psychology Student | Mental Health and Borderline Personality Disorder Advocate | Regional Team Leader for @Healthy_Minds 2015 online #BellLetsTalk campaign	245657073
o	Wanderlust Sufferer/Animal Lover/BPD Warrior/Soul Searcher	236482117
x	BPD Friends Australia is a peer-led support & advocacy network for people living with Borderline Personality Disorder aiming to raise awareness & reduce stigma.	994471530
o	#BPD #DBT #Mindfulness #ChronicPain #Endo #Spoonie #TeamJesus Favourite pastimes; Reading. Zentangle. Quilting & Crocheting. Married2 the wonderful @keemananman	581988233
o	Kay, Karis // depressed dyke IBorderline\traumatised/ moved 2 @enbygirl	134246394
x	DBT (Dialectical Behavior Therapy) tips & blog posts from your peer, author/blogger Debbie Corso | Read my hopeful books on #DBT & #BPD  http://t.co/JDy2Gaty	1011511326
o	Student, artist, writer, recovering 'borderline'......writing a book about my experience, diagnosis and recovery from Borderline Personality Disorder...	277246300
x	A place for support, advice, and information for families and friends of those living with BPD.	2475717372
o	I am a 21 year old female, and I have borderline personality disorder. You can call me Shirley.	2551608108
x	In memory of Sasha Menu Courey we are making waves on BPD. Our mission is to remove stigma, raise awareness and improve access to diagnosis and care.	565867719
o	Cat mad, wife, mum, gran,with bpd, bipolar & deafness with a fantastic supportive family and some great friends.  Avoids Facebook like the plague!	1499493583
o	Bipolar I Disorder, Borderline Personality Disorder, still a human being! mental health advocate.	3321656609
o	I'm Nick. I've been diagnosed with Bipolar Disorder, Borderline Personality Disorder and Depression. This is just going to be my diary basically.	962098982
x	Lending non-judgmental support and and a willing ear for those who are struggling with Borderline Personality Disorder and its effects.	2393274192
o	borderline personality is by far one of the hardest things to deal with. sharing daily struggles via twitter only PokerFace elsewhere. #strengthinnumbers	1107458226
x	socialist, feminist, lesbian, borderline. labour party supporter. mostly tweeting about personal junk and politics. not interested in arguing. she/her pronouns.	1861253306
o	All your perfect imperfections...Emotionally Unstable. Cant regulate emotions. Moments are intense. Detatched. Afraid. BPD & an ED My Journey (This helps)	2480699582
o	mental helth can not be ignored for people Like me #Depression #BPD #SocialAnxiety. RED2474 on Steam. theatre technician. runner and training for triathlon	25590153
x	borderline!!!	108820916
x	Peer support community for those with a diagnosis of BPD, speaking out against stigma and demanding change. Aim to meet fortnightly, starting February 2014....	2291038800
o	32,scorpio,spiritual #gay #bpd #ILove family,dogs,gf,readin,buddh,movies,series @FelicityHuffman is everything!Adore her! #AmericanCrime #Shameless #DH is love.	247364390
o	21. Trying to go from one to day to the next. BPD, SH tweets may trigger	3231349576
o	Hey I am Heather. I am 34. I have BPD. I am starting this page to meet others with BPD or other mental illness.	2844949343
o	23 • gemini • in love • BPD + anxiety • caffeine fiend • feminist • explorer • minimalist • mindful •	16284706
o	Single, mammy of 2, passion for child centred parenting, fighting the fight of Depression, Anxiety and Borderline Personality Disorder. Love and Light.	30047309
o	Borderline Personality Disordered and Post Traumatic Stress Disordered. Guess I'm just a walking disorder, who oozes sarcasm!	2879552746
x	Ex social worker with borderline personality disorder walking around the edge of the UK to highlight mental health http://t.co/Tv0xGN54J8	241466609
o	Borderline Personality Disorder, PTSD, Bipolar, Anxiety, Depression.  Also, a full-time artist.	2394717427
x	LifeWorks was threatened with closure, but the people with mental health problems (BPD) occupied it. The service has been saved! :D Tweets by @annyrobinson1	2491317498
o	AN, AvPD, BPD traits, and dysthymia. Trying to recover from ED & other issues. *drifting in outer space*	33193307
o	I'm just a girl with bpd, trying to cope in a prejudiced world. This helps me deal. If you need help dealing or if you just need to talk, message me.	1928625566
o	Hi am Chrissy. I'm 22. Got diagnosed with BPD and eating disorder last year. Self harmed for 10 years. Think I'm on here to find support really.	464813474
o	10 years ago I met the woman of my dreams and married her... yet I wake up everyday to a Nightmare called BPD.	1118469732
o	Rural Scot living in urban England. BPD diagnosis.  Wants to find out what (if anything) is really wrong with her.	2946268925
o	BPD ED CRPS Don't follow me if you can't handle the dark side of the moon. Too honest for some. No rainbows shooting out of my ass here	51282021
o	Proud to be a daddy to four beautiful little girls. Long time survivor of #BPD and active blogger #mentalhealth	13009262
o	BPD, EUPD, Substance Misuse, Alcohol. Currently Sober. Self Harmer. 9 Years experience of DBT. Bisexual. Loves Art Therapy, Makeup and my Dogs *Trigger Warning!	3067904373
x	People with bpd can thrive, we just need to find out how. The ethos here is one of compassion, with the hope that we can relate to others & find empathy.	2564194903
o	I smile calmly to the world, but inside it's chaos. Bikini & fitness model diagnosed w/ body dysmorphia, depression & borderline personality disorder.	712803192
o	living with bipolar #PTSD and #BPD and trying to have a better quality of life than I had in the past, I want to remain well and support others who suffer	2734326701
o	Living everyday with Borderline Personality Disorder. This twitter is the voice of my BPD.	2579792886
x	Genderqueer Papa Bear; Proud husband/wifeband of @oxymoronic82. Fibro, IBS, Asperger's & BPD. Batty about animals. Possibly a cat. (or a dog.) Mini-vegan.	81822827
o	an ex dancer suffering from bpd and tryna make my life the best it can be xxx	480937155
x	Taco Supreme Overlord, MtF, furry, therian, demon fox, INFJ, beer snob, BPD/PTSD, draws, & oddball. Sometimes NSFW. (DM for AD account.)	107513074
x	youth issues awareness. mental health awareness. bpd. STOP IGNORANCE. EDUCATE YOURSELF.	2902099456
o	Mother of young adult daughter with Borderline Personality Disorder, #bpd	67405445
o	31. Gary Barlow followed 06/10/2014! BPD&anxiety. Studying Environmental Science with Open University. Pescetarian. Love animals. LOVE to read.	220497652
o	Battling Borderline Personality Disorder #BPD #depression #OCD #bipolar #mentalhealth Sometimes I want to throw bricks at people NB: 27yr old woman, not man.	1331857429
x	Clinical & Developmental Psychology PhD student studying #BPD in adolescents, hot yoga enthusiast, fashion junkie	390105331
x	Shy, borderline, depressive, artist, Oxfam worker/supporter, vegetarian, dorky, animal keeping, music loving, book reading, humanist, mummy, woman-child-thing	702712124
o	love dogs and animals! interested in MH, the sea, nature, tv, MUSIC,art and tattoos! BPD AND PROUD!!!!!	2914552553
o	EDNOS. BiPolar. Anxiety. Meds. Yoga. Addict.  BI. Dance. BPD. ADD. MK. Herb. KCCO. Kate Moss. PLL. *TAKEN BY: @bpdaddicted : soulmate, love, & bestie xoxo	2212924324
o	borderline personality disorder(this twitter will also talk about lgbt+ stuff because im queer & trans)	2917174627
x	Artist. Designer. Marketing Director. Rebel with a #Cause #EndTheStigma @threeowl @bpdvideo	3111030171
o	never look back. dont let the bastards bring you down! BPD and proud. Trying to survive. DBT, Anxiety, GAD,deppression. Engaged.perry/annie/bella/deb/cat	951487916
x	Borderline Personality Disorder, book reviews, weight loss, etc.	270175808
x	It *is* possible to recover from Borderline Personality Disorder.	340561719
o	Self hater BPD Depression Anxiety 28 Self harmer etc etc etc Every day seems to get harder and harder	1677102908
x	A BPD suffer.. expressing my feelings to get them out . #bpdchat #bpd #mentalhealth	2737999749
o	Amateur #poet, #internetjunkie, psuedo #intellectual, #StonerNation, #borderline #bpd, #smokepot, #nofucks, #tumblr	49450953
o	Professional tea drinker. Occasional neuroscientist. Living with Borderline Personality Disorder #bpd	116822107
x	Freelance writer, day dreamer, book addict. Writes about bipolar, EUPD/BPD, & general mental health. http://t.co/saMFF9n7Xz	2838138976
o	Native Boho Hip Hop chick just getting my shit together. Fighting BPD daily. 100% real.	3281031266
o	20-something lesbian suffering from borderline personality disorder, major depression, and anxiety/panic.	890409216
o	this is about my struggle with bpd	2483983102
o	This account is my crystal palace where I hide away from the world. [ #rant | #vent | #depressed | #antisocial | #lonely | #BPD | #insomniac ]	1942262534
x	anarchist orphan. writer. drag. borderline organizations. the occasional bullshit. Holla.	55743610
