o	happily bipolar, wannabe enlightener, spiritually awakening, tattooed, pierced, loving the high of the pain and love of life,hello,how d'you do nice to meet you	bpchick777	301077574
x	Wine drinking, music loving, karaoke singing BiPolar bear, with the highest heels and the most blood red lips. Wife to the beautifulest @mumakassi	Bodicia898	2937590974
x	#Psychotherapist living w/bipolar disorder helping people with #anxiety, #depression & mood disorders to live full, joyful lives! Advocate; Artist; Silly Goof!	ColleenLMFT	247207362
o	Dan Keeley (bipolar & blessed) is living a much healthier & happier life with less. If I empower a few others to do likewise, I'll die a very happy man. Coffee?	manicminimalist	2974422538
o	Bipolar battler and blogger. Into spiritual development, music, art, and movies. http://rachelmiller1511.wordpress.como/aBTiGt1GG4	rachel8125	60954369
c	GRANDMA/BIPOLAR1/GAD/AGORAPHOBIA/BPD/ TWIMAWARDS BEST NEW BLOG 2013/SOBER ALCOHOLIC FOR   5 YEARS & 8 MONTHS/ JAZZMAN WIFE	bipolarnana1	1158682488
c	just the average diagnosed psycho #bipolar #borderline sufferer in #treatment and #recovery! stigma fighter to uneducated shallow minds	Missb85Zoey	3153205179
c	39..mom of 3 boys..photographer..bipolar..borderline personality disorder	doe3975	2777422559
o	Aunt Kwazy to a wonderful boy. MDD or Bipolar II, depending on the Dr., chronically suicidal.	AuntKwazy	246684450
o	My name is Kaylania. I #blog about #bipolar disorder and my life. I love #JesusChrist and I'm a filmmaker too! Jesus came to set the captives free.	BPChronicles777	2905217889
x	#MentalHealth training materials for #Anxiety #Depression & #Bipolar & communication games re #YoungCarers & #bullying. For employers, academia & trainers.	ChoicesEdcn	3072072904
x	FB Page: http://t.co/Mso02irRA4… I'm a published mental health activist & a Deputy Prime Minister UK award winner. I raise awareness of Bipolar Disorder.	mebipolarandi	2973768946
o	I blog profusely about life with bipolar disorder. I tend to be blunt, honest, and generally irreverent. You've been warned. Love ya!	BPDface	3191348511
x	Please educate yourself about YOU! “Education is the most powerful weapon which you can use to change your world.” _ Nelson Mandela - Your Bipolar World?	David_Bipolar	199105926
c	i suffer w/ bipolar,gad & bpd,i'm a mom,girlfriend and pansexul.welcome to my life.its a bumpy ride	heartofglass30	177348728
x	Advocate for parents of children of Bipolar Disorder  http://t.co/9kbYYOyQcC A parent of a bipolar child/   speaker/author/humorist/Spiritual Health Coach	luvthemanyfaces	306585893
x	Mama Bear raising a son with bipolar disorder & another with autism. I write about my experience so others know they’re not alone. http://t.co/NAdhqlXlBM	mysonhas2brains	399516369
o	Unreliable narrator, photography type person, film type person, music type person, bipolar person & advocate for greater mental health awareness.	SuitablyManic	156378007
x	http://t.co/oXo7WcEr96 A Social Network About #bipolar,#depression,#Mental Illness, Well-being, Symptoms & Support. Discuss your tips. Enjoy our Community. :-)	Virtualbipolarw	1291330476
o	A young man w/ bipolar disorder struggles to keep his illness a secret from his love interest. Stars @MichaelEaly @AndreRoyo & #OpalAlladin #MentalHealthMatters	JELLYSMOKE	703734918
o	Bipolar and an activist writer with a blog called My Dualities	MyDualities	78915072
o	Battling #bipolar disorder, #anxiety, and an addictive personality. I have a JD and a PhD. Just trying to find a degree of sanity...	BipolarSanity	500442723
x	Author of In Sickness and In Mental Health - Living with and Loving Someone with Mental Illness #bipolar #schizoaffective #recovey        http://t.co/732Xex5P3E	mintzauthor	1311123050
x	Dr. Fieve is a #Psychopharmacologist. Our center treats #bipolar I & II, #ADHD, #Depression and Anxiety, #PTSD, w/ #Psychotherapy and #Telemedicine services.	RonaldFieveMDPC	1583491183
o	Sane is the go-to online source for educational and social support for people living with anxiety, depression, and bipolar disorder.	sanemag	88746594
x	Author of Tears to Joy, a book about late husband's struggle w/ bipolar disorder & his suicide. Pursuing PhD in Counseling.	tearstojoy	142355112
x	Psiquiatria Psychiatry TDAH DDA TDA ADHD TOC Bipolar Depressão Ansiedade Pânico Hiperatividade Insônia Stress (+55)(21)3474-7020 http://t.co/5VaqVY7XXQ	Psiquiatria	47328374
x	Mom of 2 boys: 18 & 23: older has #Bipolar1 & is incarcerated; I'm a wife, teacher, writer, director, blogger, & #mentalhealth advocate. Alter ego: @Anne_Slease	StillHopefulMom	1035611263
x	bisexual addict with bipolar disorder & bilateral thoughts [18+]	MichaelCJM	312487061
x	animal lover,open minded,deftones,english teacher,bipolar,obsessed,depressed,disappointed by life,hurt by love,world peace and equality,guinea pig lover	minervAyf	48508157
x	I'm Joe The Sicilian.Mental Health Advocate and funny guy. Plz enjoy my funny tweets and my blog about bipolar disorder	joethesicilian2	2988715354
o	I am a wife and mom living with Bipolar AD/HD Anxiety. Diagnosed & started treatment in my early 30's. Artist, techie, cat addict & music lover. Visit my Blog!	byepolar1	1135881680
o	Stand up,breath & shine bcoz of & 4 my mad kids.Luv my little famo & friends!keep my friends partying till they drop.I Have bipolar!SHIT AT TIMES BUT LOVE LIFE.	kelannej	2928946654
c	A woman battling bipolar and BPD who loves her family and God.  Music, reading and being in nature are my hobbies. Wants to live in Alaska	LandwerVicki	1240215072
x	Campaigner for mental health rights, bipolar, not in paid employment now but with 20 yrs in newspaper journalism . . . writer, art lover, golfer, traveller.	EstherJayneTho1	3325046805
c	I have Bipolar NOS and Borderline Personality. I'm a marketing manager and artist. I'm proud of who I am, even though it makes life a lot tougher!	Conniebeeper	420229967
o	Bipolar I - age 8 onset, FOH phenotype - ADHD - now 33 years old - prior experience has taught me to use an alias.	Burning_Bri	1879061803
o	I blog to help end the stigma of mental illness.  Living with bipolar disorder, depression and anxiety	depressbpbear	2247898452
x	this is my underground account to connect with other fucked up people... depressives, borderlines, bipolars, cutters, stalkers, etc.	madellipser	288503126
x	Public Speaker & MH blogger. Bipolar. Champion Speaker with Time To Change UK,  Ambassador for See Change Ireland.  Blog: http://t.co/hXPJbzaCJq	MirandadeBarra	2384344466
o	Discovering who I was/am now/& who I will be. A fun party girl/loyal friend/loving mama/devoted wife..Always a dark side..Diagsd Bipolar II &really reflecting!	smsuiter	162543270
c	I have #BPD #bipolar have #ED & I #smokeherb. I believe in #love & #living life to the fullest. #yolo #blazeup #legalizeit #puffpuffpass #420	KungFooPanda76	149698476
o	The blog of a balding, hairy-faced, ginger, Bipolar, Northerner; spouting thoughts on fatherhood, sports, food and drink, and the strange goings on in his mind!	dandersuk	3236181940
c	One Day at a Time. Learner, mad, peanut M&M lover & crazy about elephants #BPD/#EUPD #bipolar #depression #DBT  Now in proccess of becoming Catholic...	beth_1day	2712942553
o	Gay Transboy - 16 - Atheist - Vegetarian - Math & Science Nerd - Musician - Bipolar, OCD, ADHD, and other stuff - Guitar is my life	MJ_bipolarbear	307640928
o	Fighting the  stigma. I am part of  the  1% who has Bipolar I and I'm  still trying  to  radically  accept  this. Domestic violence and Sexual Abuse Survivor.	princessofcrazi	2752921210
c	Hi, I am Belinda and I have Bipolar & Borderline Personality Disorder. I have been living med free since 2002. It has taken many years of self discovery	bipolarmedfree	1408777951
x	Trusted Mental Health Info on Bipolar Disorder and Bipolar Depression.	RMH_Bipolar	19677093
o	❤NO MORE STIGMA❤️ Living with several diagnoses #MentalHealthAwareness Proud Advocate!!✊ #BipolarDisorder #PTSD #Anxiety ➡️ #ChildAbuse Survivor ➡️ #DV Survivor	BipolarGrrl	2854895760
x	Daughter, sister, wife, best friend, teacher, lover, bipolar advocate, Manic Mistress.	jillibean_frost	1483620552
x	Author of *This Fragile Life: A Mother's Story of a Bipolar Son*.	cpiercebaker	589448399
x	Teacher. Grad in Psych & IT. Love computing, cryptic crosswords & poetry. Bookworm. Scot. Feminist. Socialist. Humanist. #Bipolar #MHUK #LGBT #LFC - #YNWA!	MoragTheGeek	2196260209
o	Bipolar disorder sufferer and advocate for the mentally ill. My aim and focus is to help the mentally ill and their families cope&triumph http://t.co/3UlOYnqhA2	geraldbouthner	910706220
c	I post quotes, jokes & will make you smile! ☻Singer, Songwriter. Studying counselling. Living with BPD/Bipolar. Starting to live life. Getting fit & healthy. ☻	missemjtaylor	22824632
x	Whether you've just been diagnosed or have been living bipolar for years, you'll find expert advice, valuable resources and a supportive community.	NLOBipolar	2412792162
x	We support persons with mental health issues and illnesses (depression, bipolar disorder and other mood disorders), their families and caregivers from Canada.	MoodDisordersCa	190205062
c	cause darling I'm a nightmare dressed like a daydream ~ 24. moon child. angel baby. girlfriend ∞ #bpd #bipolar #fibro #anorexia #recovery #selflove #goodvibes ✨	jooliooliannaaa	464146062
o	Saved by God's GRACE. Bipolar/Recovering Alcoholic/drug addict. Advocate for the mentally ill. Christian/Birthmother/Wife/Mom/Inspirational Speaker.	deb_finney	352735732
x	Married 3kids works to help people with bipolar	hopeworksforyou	17846804
o	30, Leftist politics, blogger, PhD student with bipolar 1 and generalised anxiety disorder. Mixed episodes. Interested in all things mental health. Likes bees.	Lababup	2307019303
o	Born and brewed in Alaska.  Diagnosed with bipolar at 17.   Discovered metaphysics, deliciously devouring life ever since.     Author of Living Out of Darkness.	gdenslow54721	38687309
x	Electroboy author and mental health advocate/speaker fighting #stigma. Single dad of two daughters. Always awake. Would like to move Manhattan to LAX  #bipolar	electroboyusa	366498596
o	a #blog about #SelfGrowth + #BipolarDisorder + #recovery + #hope - - - Contact: krista@thesunnyshadow.com	KristaPfr	1064457391
x	Mother of bipolar daughter who is going to be a writer and has already started serving as a mental health advocate. Fighting mental illness stigma.	LeanneKahn	76043731
x	FollowUs @BipolarUs: A Global Bipolar Support Group • http://t.co/eFLNtzMHLd • http://t.co/sNF6KfIEuZ • http://t.co/MhLm4IofYI • BipoIarUs@outlook.com	BipolarUs	2922403601
o	Screen Editor, Writer, Story Teller. Failed apprentice butcher. #Bisexual, #Bipolar.#Chaote.Tip Turkey enthusiast. All opinions are my own, I throw shapes below	Jacobharrison84	495474467
c	BPD/Bipolar. fighting mental health stigma anyway possible	missmentalhlth	457332536
c	Hiya. I'm Nikita and I am 26 years old. I blog and tweet about mental illness, specifically focusing on my own main diagnosis' of bipolar disorder and BPD.	NikitaElizabeth	23353684
o	Need a place where I can just be me, without being judged. Had bipolar for years. Right now I am really unwell.	BipolarSomeone	598759891
o	Diagnosed Bipolar,Drug Addict, Full of Piss	2headedboy	11557742
x	BiPolar Rapid cycling Queen...Step on my toe I still can punch you in the throat...Step On my hands I can still kick you in the ass ;p	hothattie	53762992
o	2nd year med student, in Europe. Blogger with bipolar 2 and severe depression, that loves music, to shop, read, dance and to shop ;P	Lily_Medstudent	3076152329
o	Life in recovery from bipolar disorder	BeautifulWreck1	34888870
o	Help for Bipolar Disorder, Type II patients and their families.	HereIsHelp	148004988
o	Living the #bipolar life, living life with #happiness, silliness and love. Ever on the quest to understand #mentalhealth :) did curiosity actually kill the cat?	happy3sixty	3231080802
o	I am an #RN and #blogger https://t.co/oIdQCp6om8 I'm about living with a #mentalillness. #BipolarDisorder #mhchat #MentalHealth #BipolarBlogger	blackboxRN	3013239197
x	Psychiatrist in  part time private practice and part-time academic activities. Interested in biological psychiatry particularly bipolar mood disorder ￼	NRDayal	745956235
c	23. just trying to live life to the fullest again. The Bipolar and BPD is just something I live with, not who I am. Covert Crew. Auggie Anderson Fan	bowlergrl	31221828
x	Licensed Professional Counselor -Help with anxiety/depression/bipolar/parenting/ADHD & more. I use Play Therapy, Sand Tray Therapy, & traditional therapies.	SangerCounselor	259156359
x	I'm a psychiatrist, author and mindfulness teacher.  My most recent book is Mindfulness for Bipolar Disorder.	WRMarchandMD	65825587
x	Anxiety and Mental Health support group, FB and Twitter. No one should suffer in silence. Based NE England. #ADHD #mentalhealth #bipolar #aware #BPD #PTSD #OCD	HurtsOne	3240389829
c	Scottish Pakistani writer who likes swearing, sex talk and MMA. Managing bipolar/BPD, recovering from honour abuse. Memoir: working title #TheHopeStone	TartanTantrum	171470035
c	Borderline Personality Disorder&Bipolar sufferer,advocate-balancing sanity while living life paralleled with my blessing&my curse.	Crystal_bpd	382758342
x	News feed, advice, and wisdom about bipolar disorder.	bipolar_wisdom	3004067401
x	Author of Bipolar Battle Plan, Fighting the War against #Bipolar Disorder.  Win the war and make your #Dreams come true!	troy_gillem	2179100426
o	im a bipolar adult looking for some understanding, and some people that can relate to me	bipolargurllife	767061776
o	Coffee, Tea, #Artist #MH Coach #Bipolar Me? Finally thriving, most days! Kicking #MentalIllness #Stigma in the Ass!	BipolarFabulous	2277667105
x	Naturally effective resources for those diagnosed with bipolar affective disorder, ADHD, PTSD, anxiety & depression.	bipolar_alt	61894968
o	Living everyday with Bipolar I and/or queried Schizo-Affective Disorder. Struggling with urges to self harm and suicidal thoughts.	MySecretLife81	2954785846
x	Depression and Bipolar Support Alliance.  Helping people living with mood disorders east of the 55 and south of the 91 in Orange County, CA.	DBSAsoc	3015472222
c	Cat mad, wife, mum, gran,with bpd, bipolar & deafness with a fantastic supportive family and some great friends.  Avoids Facebook like the plague!	CookyNutt	1499493583
c	Bipolar I Disorder, Borderline Personality Disorder, still a human being! mental health advocate.	fuzzymentality	3321656609
c	I'm Nick. I've been diagnosed with Bipolar Disorder, Borderline Personality Disorder and Depression. This is just going to be my diary basically.	emotionalwreck7	962098982
o	Cancer and bipolar survivor. Passionate to remove stigma from both issues. I used to be mental health nurse, now service user, so have seen life from both sides	bipolarbear724	2973136714
o	Blogger RE: #chronicillness, #mentalhealth, #bipolar, #caretaking, #mysterydisease, #pots, & #mecfs. Writing gritty, raw essays based on personal experience.	supersickchick	1232500880
o	CEO of Managing-Bipolar C.I.C. We are seeing strong growth with starting more groups; two more in April 2015 & plans to have at least 14 by Sept 2016.	timwrote	2610985483
x	Author, martial arts enthusiast and an eternal student. Diagnosed bipolar and I beat it. WARRIOR: The Bipolar Battle is now available on Amazon	ksramwarrior	1376418498
x	Internal Medicine/ Addiction Psychiatrist Specialist/ Expert in Bipolar Illness and Schizophrenia / US-Trained and now living in Santo Domingo, DR	DrsocratesCMD	753171325
c	Borderline Personality Disorder, PTSD, Bipolar, Anxiety, Depression.  Also, a full-time artist.	BPDNutcase	2394717427
o	I'm a wife/mom who is a sexual abuse survivor was bullied as a kid & diagnosed with Bipolar 1 in '04. I try to be honest here. It ain't always pretty.	BiPolarQueen2	374111818
o	Live for good surf, wine, food, music, sport, travel & books. Sometime poet. Bipolar & battling major depression day by day. #LFC #YNWA	antnevinswhite	276463187
o	Recovering Bipolar type 2 and Dissociative. Recovered Anorexic and Bulimic. Going on 10 years of missing normality.	KittieAngelina	2291695646
o	Wife. Mother. PhD candidate. Bipolar. Hoping to combat mental illness stigma through research and blogging.	findmysunshine	2907865129
o	Personal reflections on living with #bipolardisorder	Fight2Survive_	1972797846
x	mh, suicide prevention, peer support, research & Humanness@work advocate. TEDxUK 2015 speaker. Sharing bipolar vulnerability as my strength.	ingioz	120881764
c	living with bipolar #PTSD and #BPD and trying to have a better quality of life than I had in the past, I want to remain well and support others who suffer	jane_benians	2734326701
o	Dairy Free foodie and occasional blogger, with a penchant for F1 and Boxing. A Bipolar II surviver and human to Chester & Lily	DairyFreeNomad	42108329
p	46 years old. Schizo affective Bipolar. Fat, ugly, mental illnesses that's all there is .  Lifetime of loneliness. FUCK!	schizodefective	597722793
c	Battling Borderline Personality Disorder #BPD #depression #OCD #bipolar #mentalhealth Sometimes I want to throw bricks at people NB: 27yr old woman, not man.	TheBernardBert	1331857429
c	EDNOS. BiPolar. Anxiety. Meds. Yoga. Addict.  BI. Dance. BPD. ADD. MK. Herb. KCCO. Kate Moss. PLL. *TAKEN BY: @bpdaddicted : soulmate, love, & bestie xoxo	CrazyHungryDoll	2212924324
o	Bipolar and proud! Writer!  Advocate for mental health! Spreading my knowledge and experiences to anyone living with mental illnesses! You are NOT alone!	NateChris119	370183419
o	Bipolar Puerto Rican. Cancer and Suicide Attempt Survivor. Mental Heath Advocate ready to help anyone in need. I love Carribbean Beaches and Photography.	BipolarBoricua	893291910
x	#Writer. #Advocate for #MentalHealth. #Author with son, Max Maddox, of WALKS ON THE MARGINS: A STORY OF #BIPOLAR ILLNESS. #Mother	KathyBrandt1	485920693
o	Freelance writer, day dreamer, book addict. Writes about bipolar, EUPD/BPD, & general mental health. http://t.co/saMFF9n7Xz	thebibli0phile	2838138976
o	28 year old rapid-cycling bipolar blogger, with plenty of mental noise.	Lareve	19829006
x	Follow @bipolarfacts for the latest scoop on bipolar disorder and mental health from the editors of @EverydayHealth	bipolarfacts	243831902
o	Web Designer/Internet marketer Diagnosed with bipolar 1 disorder 2 years ago. Setting out to make a difference in the lives of people with bipolar disorder.	BipolarBlues	26645906
x	Issues of great concern & How 300 Major topics in Health care deceptions all have in common & ALL FATAL #ADHD #Autism #Tourettes #Aspies #Schizophrenia #Bipolar	JoeAkule	3178665589
o	Bipolar sufferer.. Always fightjng the battle....& living a lie... Very few know about my condition...& that makes it tough..	bipolar_rich	2732366122
x	Christian blog & weekly devotionals dedicated to supporting those with #bipolar, #depression, #mood and #personality #disorders. By #healthcoach @kelleybaker.	bpblessings	2931727482
o	Love God; Two lovely daughters; T2D; Bipolar; Enjoying life	gienkie7	2820185271
o	agronomist, microbiology MSc. ,bipolar and a little bit¿?¿? misanthropist. Love: metal music and animals...nothing else!!!	darkarola666	70032674
x	Grizzled former journalist--turned essayist, aspiring novelist working on my first memoir. #mental health gladiator #bipolar goddess #ocd #anxiety #lgbt	youngster2574	2461835233
x	Author - Books include Invisible Driving, a bipolar memoir, Moonlit Tours & Washed Up, darkly satiric novels, and a newly released poetry anthology, 50 Poems.	TazMopula	256155907
x	Mental health blogger. Bipolar, PTSD, OCD, Anxiety. Lover of butterflies.  Risen out of the ashes like a phoenix. Survivor.	BipolarWhisper	3082723599
o	I'm outgoing & love to meet new people.  I battle Bipolar Disorder every single day.  I'm as real as they get. Mental Illness & Sexual Assault advocate.	they_id_me	3120472413
x	Author of **Diary of a bipolar survivor**  http://t.co/JmAuD2QrPr Check out my blog  https://t.co/47Z24QiJ78	bipolarlainey	488808828
o	Random thoughts from a #bipolar person.	BipolarIdeation	1723769293
x	Raising awareness about bipolar disorder. Providing hope and inspiration one tweet at a time. (Not a doctor. Here as moral support.)	BipolarRecovery	276734850
o	I am diagnosed bipolar 1 and I both tweet and blog about my journey through life with this condition, in a mostly positive light. Blog: http://t.co/jDluLNk4sx	bipolarscorpio	2939332018
o	photographer • blogger • simple spirit • bipolar • vegan • depressed. Being different doesn't make you worse, it makes you special!	sevenseasaway	3153766157
o	Bipolar. Tweets about mental health, bereavement, childhood and domestic abuse. Likes tea, photography, cake and singing. Blog  http://t.co/zR17Gyxr6z	PinkPalaceAngel	2954143678
p	depression, post-nataldepression, bipolar, manic, anxiety, stress, sad,	bluerainbowdays	45262942
x	We're part of @BipolarUK, offering information + support for young people who are concerned about or affected by bipolar.  http://t.co/QDUhODyU7n	BipolarUKyouth	266643589
x	Our team advances #research in #bipolar disorder. We empower people to get involved in research & create innovative ways of sharing bipolar #knowledge #CBPR	CREST_BD	364947626
c	http://t.co/Rybng5nZj9 -a Free Mental Health Social Network Join FREE Today! Run By Colin Spencer Wood (who was Diagnosed Bipolar in 1999	MentalHealthSoc	42510566
x	Médico Psicótica, Psiquiatrica, Paranoide, esquizoide, obsesiva compulsiva, pasiva agresiva y agrego, BIPOLAR... Dicen que tengo veneno en la piel,#diiiiicen !!	Painkiller_D	86420185
x	Entrepreneur. Peer Support Specialist. Helping people thrive not just survive. I care deeply for animals and the planet. Living with Bipolar.	jeanawheeler	19704577
x	#psychology http://t.co/8fF6uDYJdK #MentalHealth #psych #MHSM http://t.co/bVHxfgOrC7 #bipolar Psych Central blogger FB http://t.co/m22kNjn2yA #BP	chatobstewart	16165722
o	I was diagnosed with #bipolar disorder back in 1997, and now run a website with information, news and opinion about bipolar disorder and #mentalillness.	BipolarVillage	382119319
p	Professor. Author. Bipolar II, rapid cycling and mixed states, generalized anxiety. Tweets about experience of mental illness. Need anonymous account ATM.	BipolarSays1	3397168701
x	Manic episode nearly killed me. Dowload e-book LADIES OF KILO from http://t.co/oFV2zow31S Learning how Taoism can help the bipolar mind.    .	bipolartaoist	240168578
c	Living with Borderline Personality Disorder, Bipolar Disorder, and Anxiety Disorder.	AliveWithBPD	1429254559
c	I'm a 27 year old borderline/mixed bipolar mom...constantly struggling and battling my every thought.	BPDmermaid	2466165266
x	MD Psychiatrist - primary expertise on mood disorders (bipolar disorder and clinical depression).	jaircsoares	295351204
o	College girl with bipolar disorder type II. Mostly me tweeting about my emotions or random mood swings. Stuff I wouldn't put on my personal account.	BipolarGirlLife	2180428805
x	Professional Life Transitions & Recovery Coach for the Bipolar Community ~Tweeting support, advice, tips & resources. Offering Coaching, Mentoring & Friendship	MarcyRubin	21541897
o	Leave the gun take the Cannoli! I live with bipolar - I want to evict him but he pays the rent... But I think he is sleeping with my wife!	chatostewart	158119360
o	20, battling bipolar one step at a time.	bipolarguru2	3007886909
o	Successful Manager. Dog Lover. PTSD. Bipolar. Abuse Survivor. Putting the pieces back together again!	ali_alibabamac	2926098066
p	Marketing officer @walescoopcentre and Chair @making_minds. Bipolar type ii. Into indie music, sport, mental health, poetry and social enterprise. Own views.	MarkSmithWales	197441431
p	Survived childhood rape. Witnessed/survived suicide of a partner. Broke the cycle of abuse. #bipolar #ptsd #anxiety #mentalhealth #dermatillomania	SilentInShadow	2727917573
x	#USAF Veteran • #UCLA Alumni • #BipolarUs Founder • http://t.co/eFLNtzMHLd • http://t.co/sNF6KfIEuZ • http://t.co/MhLm4IofYI • BipoIarUs@outlook.com	BipoIarUs	3270293593
o	25 year old female diagnosed with Schizoaffective Bipolar writing about #mentalhealth	dontsayimcrazy	3072375010
o	Bipolar Blogger	MyBipolarLife_	2996877612
o	Singer, Songwriter #LibraSingerX New VEVO - OfficialLibraVEVO Email - ladylibraxxx@aol.com Insta @LibrasingerX #Xfactor 2014 #ChronicPain sufferer #BiPolar	LibraSingerX	597736459
o	Blue Peter badge holder, NHS Manager, equalities activist, pwoper Muser, MBA, proud to be living (not just existing) with bipolar/T1 (LADA) diabetes/IBD/NAFLD …	mnicsleepteachr	186563681
c	I am a 39 year old animal activist battling bipolar disorder/BPD. I have a Bachelor's in Psychology and half a Master's in Clinical Psych.	tygres1974	1473166454
x	CONDITIONAL PUBLICATIONS: Books by and about people with neurological disorders: OCD, Tourette's, ADD, Autism, Bipolar, Epilepsy, Schizophrenia, Anxiety.	NeuroBooks	101235903
p	My mind is a fucking wonderland, but I don't really have a map. ✨ Spiritually awakened ✨ bipolar wench✨	riley_chevonne	3322592482
x	Bestselling author of Loving Someone with Bipolar Disorder, Take Charge of Bipolar Disorder and Get it Done When You're Depressed. http://t.co/7i2gvqGLcO	JulieBipolar	421313780
x	Research, News, Support & Treatment Information for Bipolar Sufferers.	BipolarMindz	329039326
c	Somehow trying to stay alive in this crazy world! Struggling with #bipolar, #PTSD, #BPD, and anxiety. #incestsurvivor	stellzbellz1219	2882584129
o	I have epilepsy, major depression, bipolar disorder. Kindness and letting people know they are loved makes me happy. I love animals & nature.	ReneaIrene	2404827463
c	21 years of age suffering ftom borderline perdonslity disorder, bipolar, psychosis, anxiety, depression and paranoia. i am also a recovered anorexic.	stead1993	3379347803
c	I'm a passionate, creative 20-something navigating through life...Writer, Music eater, Buddhist...Bipolar, BPD, ADD, Anxiety...trying to overcome obstacles	BipolarJem	247906824
x	HOW TO OVERCOME BIG CHALLENGES with EVEN BIGGER THINKING!  Disabled, Anxious, Bipolar, Artist and Children's Book Writer:) #anxiety #bipolar #ocd #adhd	MyselfandHealth	461686577
x	aspiring PhD fine art student, ex NHS pain consultant & psychotherapist, committed socialist, mother of 4 young adults, supporter of SaintsFC, proudly bipolar.	dianabrighouse	284739451
o	Have Bipolar, OCD, ADHD and not ashamed anymore. Spread the love and acceptance.	mrswogs	16436640
x	Blogger and Bipolar evaluator sharing and exploring the complex and misunderstood mental illness that is Bipolar Affective Disorder	bipolardissec	3127168787
o	An ex-homeless romantic riding the roller coaster of #bipolar, #PTSD and #SocialAnxiety. Writer. Photographer. Artist. Carer. Dreamer. Advocate.	addylake	143314731
o	I want to journal my way to wellness from bipolar and document my journey coming off my medication, of course with my doctors help :-)	calithebold	2991902838
x	Clinical Psychologist;international in-vivo/Skype practice;fmr Prof Psychiatry UCSF; inform,inspire,impact change. Bipolar,stigma,cultural adj't;war journalists	drsablack	582406492
c	Mother, Writer, Poet, and Mental Health Advocate. Writing my way through #Bipolar, #ED, #BPD, #anxiety, and #DBT. #mentalillness #awareness	InsaneArtist74	2882589340
x	Invitation to inaugural Bipolar Research Fund for Australia - From the Founder/ Event Organiser of the Ian Parker Bipolar Fund/ Partner of Aust.Rotary Health	glimpsenow	40424622
x	Diagnosis and treatment services for children, adolescents and adults needing therapeutic intervention. ADHD, Autism, Bipolar, OCD, Tourette Syndrome, & more.	ParkaireINC	244110675
x	artist, maker + committee member of peer-run recovery art group. interests: #artsandhealth projects and #peersupport using lived experience of bipolar disorder	gruddphoto	323147384
x	Self-Empowerment Coach, Speaker,  Facilitator. EFT Practitioner. Amateur Photographer, Dog Lover, Molecular Biologist. Mother.  Living well with #bipolar.	cat_simmons	243980116
x	Welcome to the Massachusetts General Hospital Bipolar Clinic and Research Program.	MGHBipolar	194566241
x	Here to meet/talk with fellow MH sufferers. Particularly BPD, Bipolar, MDD, Anxiety, yada yada.	BlackDogInAFog	1719326876
